#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PDENDC454_27533	1122919.KB905548_gene2327	1.46e-52	166.0	2CICC@1|root,32S7S@2|Bacteria,1VC46@1239|Firmicutes,4HKPJ@91061|Bacilli,26Y5F@186822|Paenibacillaceae	91061|Bacilli	-	-	yneQ	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_27538	224308.BSU12130	3.48e-116	343.0	COG5504@1|root,COG5504@2|Bacteria,1TT7P@1239|Firmicutes,4HH4B@91061|Bacilli,1ZD4T@1386|Bacillus	91061|Bacilli	O	Predicted Zn-dependent protease (DUF2268)	yjfC	-	-	-	-	-	-	-	-	-	-	-	DUF2268
PDENDC454_27543	1408254.T458_21595	7.44e-143	411.0	COG0834@1|root,COG0834@2|Bacteria,1UC78@1239|Firmicutes,4HBTE@91061|Bacilli,26SH3@186822|Paenibacillaceae	91061|Bacilli	ET	Bacterial periplasmic substrate-binding proteins	tcyA_1	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	SBP_bac_3
PDENDC454_27548	1408254.T458_21590	1.35e-83	254.0	COG0765@1|root,COG0765@2|Bacteria,1V2WA@1239|Firmicutes,4HEYN@91061|Bacilli,26WG9@186822|Paenibacillaceae	91061|Bacilli	E	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
PDENDC454_27553	768704.Desmer_2095	2.88e-96	286.0	COG0765@1|root,COG0765@2|Bacteria,1TS2X@1239|Firmicutes,25C2U@186801|Clostridia,263NY@186807|Peptococcaceae	186801|Clostridia	U	TIGRFAM amine acid ABC transporter, permease protein, 3-TM region, His Glu Gln Arg opine family	-	-	-	ko:K02029	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	BPD_transp_1
PDENDC454_27558	1408254.T458_21580	1.05e-137	396.0	COG1126@1|root,COG1126@2|Bacteria,1TNYD@1239|Firmicutes,4HAWD@91061|Bacilli,26WJN@186822|Paenibacillaceae	91061|Bacilli	E	ATPases associated with a variety of cellular activities	-	-	3.6.3.21	ko:K02028	-	M00236	-	-	ko00000,ko00002,ko01000,ko02000	3.A.1.3	-	-	ABC_tran
PDENDC454_27563	743719.PaelaDRAFT_4623	1.72e-46	157.0	COG0454@1|root,COG0456@2|Bacteria,1V4R5@1239|Firmicutes,4HGWU@91061|Bacilli,26Y7N@186822|Paenibacillaceae	91061|Bacilli	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
PDENDC454_27568	1033743.CAES01000011_gene4273	3.21e-215	605.0	COG0160@1|root,COG0160@2|Bacteria,1TRUG@1239|Firmicutes,4HBUU@91061|Bacilli,26QMY@186822|Paenibacillaceae	91061|Bacilli	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	ectB	-	2.6.1.76	ko:K00836	ko00260,ko01100,ko01120,ko01210,ko01230,map00260,map01100,map01120,map01210,map01230	M00033	R06977	RC00006,RC00062	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_3
PDENDC454_27573	997346.HMPREF9374_1579	4.79e-66	202.0	COG1917@1|root,COG1917@2|Bacteria,1V719@1239|Firmicutes,4HIPQ@91061|Bacilli	91061|Bacilli	S	Catalyzes the circularization of gamma-N-acetyl- alpha,gamma-diaminobutyric acid (ADABA) to ectoine (1,4,5,6- tetrahydro-2-methyl-4-pyrimidine carboxylic acid), which is an excellent osmoprotectant	ectC	-	4.2.1.108	ko:K06720	ko00260,ko01100,ko01120,map00260,map01100,map01120	M00033	R06979	RC01729	ko00000,ko00001,ko00002,ko01000	-	-	-	Ectoine_synth
PDENDC454_27578	1122919.KB905589_gene4091	1.78e-142	410.0	COG5285@1|root,COG5285@2|Bacteria,1UZS3@1239|Firmicutes,4HA3M@91061|Bacilli,26SQW@186822|Paenibacillaceae	91061|Bacilli	Q	Phytanoyl-CoA dioxygenase (PhyH)	ectD	-	1.14.11.55	ko:K10674	ko00260,ko01120,map00260,map01120	-	R08050	RC00661	ko00000,ko00001,ko01000	-	-	-	PhyH
PDENDC454_27583	1178537.BA1_01330	9.97e-07	53.1	29R8C@1|root,30C9S@2|Bacteria,1U9FG@1239|Firmicutes,4IJIU@91061|Bacilli,1ZG1U@1386|Bacillus	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_27588	1196323.ALKF01000197_gene2278	3.18e-269	752.0	COG0661@1|root,COG0661@2|Bacteria,1TPIV@1239|Firmicutes,4HBW3@91061|Bacilli,26TIV@186822|Paenibacillaceae	91061|Bacilli	S	ABC transporter	ubiB	-	-	ko:K03688	-	-	-	-	ko00000	-	-	-	ABC1,APH,Pkinase
PDENDC454_27593	1123226.KB899283_gene3219	2.76e-24	97.1	COG3937@1|root,COG3937@2|Bacteria,1VF6E@1239|Firmicutes,4HQ9W@91061|Bacilli,26YXW@186822|Paenibacillaceae	91061|Bacilli	S	ATP synthase, subunit b	-	-	-	-	-	-	-	-	-	-	-	-	Phasin
PDENDC454_27598	1196323.ALKF01000197_gene2281	6.53e-255	710.0	COG0624@1|root,COG0624@2|Bacteria,1TPEG@1239|Firmicutes,4HC14@91061|Bacilli,26V19@186822|Paenibacillaceae	91061|Bacilli	E	Peptidase family M20/M25/M40	pepV	-	3.5.1.18	ko:K01439	ko00300,ko01100,ko01120,ko01230,map00300,map01100,map01120,map01230	M00016	R02734	RC00064,RC00090	ko00000,ko00001,ko00002,ko01000	-	-	-	M20_dimer,Peptidase_M20
PDENDC454_27603	1117108.PAALTS15_15136	2.58e-134	385.0	COG0588@1|root,COG0588@2|Bacteria,1TQFP@1239|Firmicutes,4HAW7@91061|Bacilli,26U7T@186822|Paenibacillaceae	91061|Bacilli	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	gpmA	GO:0001871,GO:0003674,GO:0003824,GO:0004619,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006094,GO:0006096,GO:0006109,GO:0006139,GO:0006140,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009894,GO:0009986,GO:0009987,GO:0010675,GO:0016051,GO:0016052,GO:0016053,GO:0016310,GO:0016853,GO:0016866,GO:0016868,GO:0017144,GO:0018130,GO:0019219,GO:0019220,GO:0019222,GO:0019318,GO:0019319,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0030246,GO:0030247,GO:0031323,GO:0031329,GO:0032787,GO:0034248,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042866,GO:0043436,GO:0043455,GO:0043456,GO:0043470,GO:0043471,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046031,GO:0046034,GO:0046364,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046538,GO:0046700,GO:0046939,GO:0050789,GO:0050794,GO:0051171,GO:0051174,GO:0051186,GO:0051188,GO:0051193,GO:0051196,GO:0055086,GO:0060255,GO:0062012,GO:0065007,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0080090,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1902031,GO:2001065	5.4.2.11	ko:K01834	ko00010,ko00260,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko05230,map00010,map00260,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map05230	M00001,M00002,M00003	R01518	RC00536	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	His_Phos_1
PDENDC454_27408	1196323.ALKF01000165_gene397	9.55e-111	330.0	COG3677@1|root,COG3677@2|Bacteria,1VAFX@1239|Firmicutes,4IREE@91061|Bacilli,276R9@186822|Paenibacillaceae	1239|Firmicutes	L	Transposase zinc-ribbon domain	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_IS1595,Zn_Tnp_IS1595
PDENDC454_27413	1196323.ALKF01000171_gene735	1.29e-175	500.0	COG0642@1|root,COG2205@2|Bacteria,1VS9T@1239|Firmicutes,4IS7H@91061|Bacilli,26UAF@186822|Paenibacillaceae	91061|Bacilli	T	Histidine kinase	vanS	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA
PDENDC454_27418	1196323.ALKF01000171_gene734	1.52e-132	380.0	COG0745@1|root,COG0745@2|Bacteria,1TP9M@1239|Firmicutes,4HB3T@91061|Bacilli,26S8H@186822|Paenibacillaceae	91061|Bacilli	T	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	vanR	-	-	ko:K18349	ko01502,ko02020,map01502,map02020	M00652,M00657	-	-	ko00000,ko00001,ko00002,ko01504,ko02022	-	-	-	Response_reg,Trans_reg_C
PDENDC454_27423	1449063.JMLS01000001_gene4573	1.85e-102	302.0	COG2755@1|root,COG2755@2|Bacteria,1V2BU@1239|Firmicutes,4HFRU@91061|Bacilli,26QE2@186822|Paenibacillaceae	91061|Bacilli	E	g-d-s-l family	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_2
PDENDC454_27438	1196323.ALKF01000171_gene728	2.89e-249	687.0	COG0334@1|root,COG0334@2|Bacteria,1TP45@1239|Firmicutes,4HAEI@91061|Bacilli,26RN2@186822|Paenibacillaceae	91061|Bacilli	E	Belongs to the Glu Leu Phe Val dehydrogenases family	-	-	1.4.1.2	ko:K00260	ko00220,ko00250,ko00430,ko00910,ko01100,map00220,map00250,map00430,map00910,map01100	-	R00243	RC00006,RC02799	ko00000,ko00001,ko01000	-	-	-	ELFV_dehydrog,ELFV_dehydrog_N
PDENDC454_27443	1196323.ALKF01000171_gene727	1.59e-263	743.0	COG0584@1|root,COG4781@1|root,COG0584@2|Bacteria,COG4781@2|Bacteria,1UGF1@1239|Firmicutes,4HBM4@91061|Bacilli,26U2D@186822|Paenibacillaceae	91061|Bacilli	C	Membrane domain of glycerophosphoryl diester phosphodiesterase	-	-	3.1.4.46	ko:K01126	ko00564,map00564	-	R01030,R01470	RC00017,RC00425	ko00000,ko00001,ko01000	-	-	-	GDPD,GPDPase_memb
PDENDC454_27448	1196323.ALKF01000171_gene726	1.5e-50	161.0	COG0011@1|root,COG0011@2|Bacteria,1VAIR@1239|Firmicutes,4HP0G@91061|Bacilli,26Z2V@186822|Paenibacillaceae	91061|Bacilli	S	Thiamine-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF1385,Thiamine_BP
PDENDC454_27453	1196323.ALKF01000171_gene723	1.93e-305	843.0	COG2759@1|root,COG2759@2|Bacteria,1TP6N@1239|Firmicutes,4HA2X@91061|Bacilli,26R63@186822|Paenibacillaceae	91061|Bacilli	H	Belongs to the formate--tetrahydrofolate ligase family	fhs	GO:0003674,GO:0003824,GO:0004329,GO:0004477,GO:0004488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006144,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009112,GO:0009113,GO:0009256,GO:0009257,GO:0009396,GO:0009987,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0016787,GO:0016810,GO:0016814,GO:0016874,GO:0016879,GO:0018130,GO:0019238,GO:0019438,GO:0019752,GO:0034641,GO:0042398,GO:0042440,GO:0042558,GO:0042559,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046112,GO:0046148,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	6.3.4.3	ko:K01938	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R00943	RC00026,RC00111	ko00000,ko00001,ko00002,ko01000	-	-	-	FTHFS
PDENDC454_27458	1134413.ANNK01000001_gene2125	4.91e-220	621.0	COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli,1ZAXK@1386|Bacillus	91061|Bacilli	C	Catalyzes the oxidation of malonate semialdehyde (MSA) and methylmalonate semialdehyde (MMSA) into acetyl-CoA and propanoyl-CoA, respectively	-	-	-	-	-	-	-	-	-	-	-	-	Aldedh
PDENDC454_27463	743719.PaelaDRAFT_1770	7.82e-76	231.0	COG1695@1|root,COG1695@2|Bacteria,1VD9H@1239|Firmicutes,4IR5P@91061|Bacilli,276NC@186822|Paenibacillaceae	91061|Bacilli	K	Transcriptional regulator PadR-like family	-	-	-	-	-	-	-	-	-	-	-	-	PadR
PDENDC454_27468	743719.PaelaDRAFT_1771	1.13e-113	332.0	COG1131@1|root,COG1131@2|Bacteria,1UVDY@1239|Firmicutes,4HG3Y@91061|Bacilli,26WRI@186822|Paenibacillaceae	91061|Bacilli	V	ABC transporter	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
PDENDC454_27473	743719.PaelaDRAFT_1772	2.49e-20	91.7	COG0842@1|root,COG0842@2|Bacteria,1TSP0@1239|Firmicutes,4HK7M@91061|Bacilli,26Z8W@186822|Paenibacillaceae	91061|Bacilli	V	ABC-2 type transporter	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane
PDENDC454_27478	1121091.AUMP01000033_gene1578	2.62e-303	853.0	COG0210@1|root,COG0210@2|Bacteria,1TPVG@1239|Firmicutes,4HBVF@91061|Bacilli	91061|Bacilli	L	DNA helicase	yjcD	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
PDENDC454_27483	1196323.ALKF01000171_gene712	1.22e-15	70.1	2FI9J@1|root,32FKU@2|Bacteria,1TZWC@1239|Firmicutes,4I95T@91061|Bacilli,27121@186822|Paenibacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDENDC454_27488	1196323.ALKF01000171_gene711	8.29e-91	268.0	COG3663@1|root,COG3663@2|Bacteria,1V3X9@1239|Firmicutes,4HHMZ@91061|Bacilli,275TQ@186822|Paenibacillaceae	91061|Bacilli	L	Uracil DNA glycosylase superfamily	-	-	3.2.2.28	ko:K03649	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UDG
PDENDC454_27493	1196323.ALKF01000186_gene5738	1.33e-113	335.0	COG1506@1|root,COG1506@2|Bacteria,1U5SB@1239|Firmicutes,4HB1A@91061|Bacilli,26VKY@186822|Paenibacillaceae	91061|Bacilli	E	Dienelactone hydrolase family	ytmA	-	-	-	-	-	-	-	-	-	-	-	Peptidase_S9
PDENDC454_27498	621372.ACIH01000011_gene4047	2.21e-87	269.0	COG0791@1|root,COG0791@2|Bacteria,1V7MV@1239|Firmicutes,4HCQ2@91061|Bacilli,26TY8@186822|Paenibacillaceae	91061|Bacilli	M	cell wall hydrolase	pgdS	GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	Cu_amine_oxidN1,NLPC_P60
PDENDC454_27503	1196323.ALKF01000171_gene706	7.83e-100	296.0	2DKUS@1|root,30E06@2|Bacteria,1V5XC@1239|Firmicutes,4HHAF@91061|Bacilli,26TYX@186822|Paenibacillaceae	91061|Bacilli	S	Peptidase M50B-like	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M50B
PDENDC454_27403	1408254.T458_10115	2.2e-299	825.0	COG3666@1|root,COG3666@2|Bacteria,1TQQ9@1239|Firmicutes,4H9KK@91061|Bacilli,26U3R@186822|Paenibacillaceae	91061|Bacilli	L	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_6,DUF772
PDENDC454_27393	1117108.PAALTS15_21453	2.14e-146	418.0	COG2035@1|root,COG2035@2|Bacteria,1UYD5@1239|Firmicutes,4HBE3@91061|Bacilli,26WV3@186822|Paenibacillaceae	91061|Bacilli	S	Domain of unknown function (DUF368)	-	-	-	ko:K08974	-	-	-	-	ko00000	-	-	-	DUF368
PDENDC454_27398	1196323.ALKF01000133_gene3542	3.32e-63	200.0	COG4899@1|root,COG4899@2|Bacteria,1V96J@1239|Firmicutes,4HJWA@91061|Bacilli,26VKF@186822|Paenibacillaceae	91061|Bacilli	S	Uncharacterized protein conserved in bacteria (DUF2199)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2199
PDENDC454_27293	649747.HMPREF0083_04442	1.42e-245	685.0	COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli,26R6D@186822|Paenibacillaceae	91061|Bacilli	C	Catalyzes the oxidation of malonate semialdehyde (MSA) and methylmalonate semialdehyde (MMSA) into acetyl-CoA and propanoyl-CoA, respectively	gabD	-	-	-	-	-	-	-	-	-	-	-	Aldedh
PDENDC454_27298	1243664.CAVL020000023_gene1115	3.63e-175	495.0	COG0346@1|root,COG0346@2|Bacteria,1TRBJ@1239|Firmicutes,4HADI@91061|Bacilli,1ZE5K@1386|Bacillus	91061|Bacilli	E	COG0346 Lactoylglutathione lyase and related lyases	-	-	1.13.11.2	ko:K00446	ko00361,ko00362,ko00622,ko00643,ko01100,ko01120,ko01220,map00361,map00362,map00622,map00643,map01100,map01120,map01220	M00569	R00816,R04089,R05295,R05404,R05406,R07795	RC00387,RC00643,RC01075,RC01364,RC01914	br01602,ko00000,ko00001,ko00002,ko01000	-	-	-	Glyoxalase
PDENDC454_27303	315749.Bcer98_0966	2.13e-302	830.0	COG2368@1|root,COG2368@2|Bacteria,1TQ70@1239|Firmicutes,4HA4I@91061|Bacilli,1ZDRC@1386|Bacillus	91061|Bacilli	Q	COG2368 Aromatic ring hydroxylase	-	-	1.14.14.9	ko:K00483	ko00350,ko01120,ko01220,map00350,map01120,map01220	-	R02698,R03299	RC00046	ko00000,ko00001,ko01000	-	-	-	HpaB,HpaB_N
PDENDC454_27308	1121091.AUMP01000007_gene1049	1.4e-281	779.0	COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4H9MF@91061|Bacilli	91061|Bacilli	C	Belongs to the aldehyde dehydrogenase family	-	-	1.2.1.60	ko:K00151	ko00350,ko01120,ko01220,map00350,map01120,map01220	M00533	R04418	RC00254	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
PDENDC454_27313	1243664.CAVL020000029_gene225	4.32e-166	470.0	COG0329@1|root,COG0329@2|Bacteria,1TPCK@1239|Firmicutes,4HCR0@91061|Bacilli,1ZD0G@1386|Bacillus	91061|Bacilli	E	Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)	-	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
PDENDC454_27318	1120973.AQXL01000133_gene1771	4.5e-107	316.0	COG0410@1|root,COG0410@2|Bacteria,1V0VK@1239|Firmicutes,4HF9X@91061|Bacilli,279HD@186823|Alicyclobacillaceae	91061|Bacilli	E	ABC transporter	-	-	-	ko:K01996	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
PDENDC454_27323	1121090.KB894692_gene2257	2.68e-111	328.0	COG0411@1|root,COG0411@2|Bacteria,1TR0P@1239|Firmicutes,4HASG@91061|Bacilli,1ZB0Q@1386|Bacillus	91061|Bacilli	E	COG0411 ABC-type branched-chain amino acid transport systems, ATPase component	-	-	-	ko:K01995	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	ABC_tran,BCA_ABC_TP_C
PDENDC454_27328	634956.Geoth_0542	1.49e-122	364.0	COG4177@1|root,COG4177@2|Bacteria,1TPMZ@1239|Firmicutes,4HE1X@91061|Bacilli,1WEEP@129337|Geobacillus	91061|Bacilli	P	Branched-chain amino acid transport system / permease component	-	-	-	ko:K01998	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
PDENDC454_27333	1121090.KB894692_gene2259	3.41e-133	386.0	COG0559@1|root,COG0559@2|Bacteria,1TR24@1239|Firmicutes,4HBFZ@91061|Bacilli,1ZDUF@1386|Bacillus	91061|Bacilli	E	Branched-chain amino acid transport system / permease component	-	-	-	ko:K01997	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	BPD_transp_2
PDENDC454_27338	1120973.AQXL01000133_gene1768	4.56e-158	457.0	COG0683@1|root,COG0683@2|Bacteria,1TPQ2@1239|Firmicutes,4H9PI@91061|Bacilli,2795R@186823|Alicyclobacillaceae	91061|Bacilli	E	Receptor family ligand binding region	-	-	-	ko:K01999	ko02010,ko02024,map02010,map02024	M00237	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.4	-	-	Peripla_BP_6
PDENDC454_27343	1385512.N784_13215	1.26e-60	191.0	COG1853@1|root,COG1853@2|Bacteria,1V7DF@1239|Firmicutes,4HISF@91061|Bacilli,2YAN0@289201|Pontibacillus	91061|Bacilli	S	Flavin reductase	-	-	-	-	-	-	-	-	-	-	-	-	Flavin_Reduct
PDENDC454_27348	634956.Geoth_0539	2e-83	254.0	COG1802@1|root,COG1802@2|Bacteria,1V2YM@1239|Firmicutes,4HFMT@91061|Bacilli,1WEND@129337|Geobacillus	91061|Bacilli	K	FCD	-	-	-	-	-	-	-	-	-	-	-	-	FCD,GntR
PDENDC454_27353	1117108.PAALTS15_09394	5.33e-243	675.0	COG1075@1|root,COG1075@2|Bacteria,1UC87@1239|Firmicutes,4HFBV@91061|Bacilli,26UB4@186822|Paenibacillaceae	91061|Bacilli	S	acetyltransferases and hydrolases with the alpha beta hydrolase fold	-	-	3.1.1.3	ko:K01046	ko00561,ko01100,map00561,map01100	M00098	R02250,R02687	RC00020,RC00037,RC00041,RC00094	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF676,YSIRK_signal
PDENDC454_27358	1196323.ALKF01000180_gene1744	1.26e-262	726.0	COG2851@1|root,COG2851@2|Bacteria,1TQQH@1239|Firmicutes,4HAGT@91061|Bacilli,26VK5@186822|Paenibacillaceae	91061|Bacilli	C	Citrate transporter	citM	-	-	ko:K03300	-	-	-	-	ko00000	2.A.11	-	-	CitMHS
PDENDC454_27363	1196323.ALKF01000180_gene1745	1.05e-133	383.0	COG4565@1|root,COG4565@2|Bacteria,1V2A6@1239|Firmicutes,4HGD7@91061|Bacilli,26V6D@186822|Paenibacillaceae	91061|Bacilli	T	cheY-homologous receiver domain	M1-1000	-	-	ko:K02475	-	-	-	-	ko00000,ko02022	-	-	-	CitT,HTH_11,HTH_DeoR,HTH_IclR,Response_reg
PDENDC454_27368	1196323.ALKF01000180_gene1746	1.15e-295	816.0	COG3290@1|root,COG3290@2|Bacteria,1TQJR@1239|Firmicutes,4H9Q0@91061|Bacilli,26SWI@186822|Paenibacillaceae	91061|Bacilli	T	Histidine kinase	citS	-	2.7.13.3	ko:K02476,ko:K11637	ko02020,map02020	M00487	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,PAS,SPOB_a,sCache_3_2
PDENDC454_27373	1196323.ALKF01000147_gene1279	4.98e-132	380.0	COG1378@1|root,COG1378@2|Bacteria,1UY8A@1239|Firmicutes,4HE5V@91061|Bacilli,26TMR@186822|Paenibacillaceae	91061|Bacilli	K	Archaeal transcriptional regulator TrmB	yrhO	-	-	-	-	-	-	-	-	-	-	-	Regulator_TrmB,TrmB
PDENDC454_27378	1196323.ALKF01000147_gene1285	1.06e-137	394.0	COG3708@1|root,COG3708@2|Bacteria,1V30G@1239|Firmicutes,4HGJD@91061|Bacilli,26X9S@186822|Paenibacillaceae	91061|Bacilli	K	Bacterial transcription activator, effector binding domain	yobU	-	-	-	-	-	-	-	-	-	-	-	Cass2,GyrI-like,Zn_ribbon_2
PDENDC454_27383	1196323.ALKF01000147_gene1296	0.0	1181.0	COG1506@1|root,COG1506@2|Bacteria,1TQ85@1239|Firmicutes,4HAC0@91061|Bacilli,26TYU@186822|Paenibacillaceae	91061|Bacilli	EU	COG1506 Dipeptidyl aminopeptidases acylaminoacyl-peptidases	-	-	-	-	-	-	-	-	-	-	-	-	PD40,Peptidase_S9,SLH
PDENDC454_27083	1196323.ALKF01000184_gene3666	2.33e-205	615.0	COG0699@1|root,COG0699@2|Bacteria,1TR0Q@1239|Firmicutes,4HBAC@91061|Bacilli,26RC7@186822|Paenibacillaceae	91061|Bacilli	S	Dynamin family	ypbR	GO:0000910,GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0022402,GO:0022607,GO:0031224,GO:0032506,GO:0044085,GO:0044425,GO:0051301,GO:0071840,GO:0090529	-	-	-	-	-	-	-	-	-	-	Dynamin_N
PDENDC454_27088	1196323.ALKF01000184_gene3665	6e-46	149.0	2CB8E@1|root,337RH@2|Bacteria,1VHA3@1239|Firmicutes,4HQE0@91061|Bacilli,26Z2I@186822|Paenibacillaceae	91061|Bacilli	S	NAD NADP transhydrogenase alpha subunit	-	-	-	-	-	-	-	-	-	-	-	-	-
