,,,,20XA,,20XB,,20XD,,20VB,,20VC,,20VD,,44XC,,44XD,,44XE,,44VA,,44VC,,44VE,,,
AHKH01000094.1,235,804,569,6287,11.04920914,6949,12.21265378,5202,9.142355009,1848,3.247803163,6270,11.01933216,4817,8.46572935,3726,6.548330404,3128,5.497363796,8088,14.21441125,7316,12.85764499,3312,5.820738137,4991,8.771528998,PDENDC454_22954,"""unassigned_transcript_1130""; db_xref ""NCBI_GP:EHQ59883.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22954""; note ""COG1309 Transcriptional regulator""; product ""hypothetical protein""; protein_id ""EHQ59883.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,910,1770,860,32517,37.81046512,21830,25.38372093,21367,24.84534884,16263,18.91046512,32658,37.9744186,21423,24.91046512,19913,23.15465116,13775,16.01744186,30087,34.98488372,19589,22.77790698,7648,8.893023256,10085,11.72674419,PDENDC454_22959,"""unassigned_transcript_1131""; db_xref ""NCBI_GP:EHQ59884.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22959""; note ""COG3173 Predicted aminoglycoside phosphotransferase""; product ""aminoglycoside phosphotransferase""; protein_id ""EHQ59884.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,1798,2178,380,16006,42.12105263,12105,31.85526316,16676,43.88421053,10222,26.9,20163,53.06052632,12505,32.90789474,9196,24.2,11968,31.49473684,22286,58.64736842,13342,35.11052632,5492,14.45263158,4820,12.68421053,PDENDC454_22964,"""unassigned_transcript_1132""; db_xref ""NCBI_GP:EHQ59885.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22964""; product ""hypothetical protein""; protein_id ""EHQ59885.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,2498,3127,629,394,0.626391097,315,0.500794913,795,1.26391097,34,0.054054054,1394,2.216216216,1334,2.120826709,860,1.367249603,1409,2.240063593,2464,3.917329094,1702,2.705882353,655,1.041335453,1105,1.756756757,PDENDC454_22969,"""unassigned_transcript_1133""; db_xref ""NCBI_GP:EHQ59886.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22969""; note ""COG3779 Uncharacterized protein conserved in bacteria""; product ""hypothetical protein""; protein_id ""EHQ59886.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,3219,3467,248,797,3.213709677,0,0,200,0.806451613,0,0,90,0.362903226,100,0.403225806,0,0,56,0.225806452,1336,5.387096774,0,0,0,0,452,1.822580645,PDENDC454_22974,"""unassigned_transcript_1134""; db_xref ""NCBI_GP:EHQ59887.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22974""; product ""hypothetical protein""; protein_id ""EHQ59887.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,3970,4155,185,11236,60.73513514,11905,64.35135135,13055,70.56756757,10185,55.05405405,22122,119.5783784,20928,113.1243243,8226,44.46486486,8675,46.89189189,8950,48.37837838,9391,50.76216216,7231,39.08648649,2513,13.58378378,PDENDC454_22979,"""unassigned_transcript_1135""; db_xref ""NCBI_GP:EHQ59888.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22979""; note ""COG1724 Predicted periplasmic or secreted lipoprotein""; product ""hypothetical protein""; protein_id ""EHQ59888.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,4189,4599,410,41395,100.9634146,46007,112.2121951,42592,103.8829268,32823,80.05609756,70044,170.8390244,39826,97.13658537,19546,47.67317073,18872,46.02926829,36856,89.89268293,22964,56.0097561,21495,52.42682927,11558,28.1902439,PDENDC454_22984,"""unassigned_transcript_1136""; db_xref ""NCBI_GP:EHQ59889.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22984""; note ""COG1598 Uncharacterized conserved protein""; product ""hypothetical protein""; protein_id ""EHQ59889.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,4915,5277,362,731027,2019.411602,518323,1431.831492,739505,2042.831492,236124,652.2762431,435322,1202.546961,347835,960.8701657,476855,1317.279006,637078,1759.883978,597521,1650.610497,458394,1266.281768,632362,1746.856354,473484,1307.966851,PDENDC454_22989,"""unassigned_transcript_1137""; db_xref ""NCBI_GP:EHQ59890.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22989""; note ""COG3103 SH3 domain protein""; product ""hypothetical protein""; protein_id ""EHQ59890.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,5369,5926,557,40050,71.90305206,29229,52.47576302,44355,79.63195691,9475,17.01077199,21051,37.7935368,19835,35.61041293,17205,30.88868941,22645,40.65529623,27026,48.52064632,17462,31.35008977,17045,30.60143627,18745,33.6535009,PDENDC454_22994,"""unassigned_transcript_1138""; db_xref ""NCBI_GP:EHQ59891.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22994""; note ""COG1595 DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog""; product ""sigma-70 family RNA polymerase sigma factor""; protein_id ""EHQ59891.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,6149,6823,674,9834,14.59050445,8075,11.98071217,10357,15.36646884,8715,12.93026706,30226,44.84569733,7357,10.91543027,9283,13.77299703,7400,10.97922849,6949,10.31008902,7167,10.63353116,4731,7.019287834,4293,6.369436202,PDENDC454_22999,"""unassigned_transcript_1139""; db_xref ""NCBI_GP:EHQ59892.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22999""; note ""COG2964 Uncharacterized protein conserved in bacteria""; product ""YheO domain-containing protein""; protein_id ""EHQ59892.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,7235,8275,1040,37736,36.28461538,73060,70.25,31149,29.95096154,118893,114.3201923,284865,273.9086538,105427,101.3721154,38095,36.62980769,52711,50.68365385,36226,34.83269231,27265,26.21634615,31211,30.01057692,37346,35.90961538,PDENDC454_23004,"""unassigned_transcript_1140""; db_xref ""NCBI_GP:EHQ59893.1""; gbkey ""CDS""; locus_tag ""PDENDC454_23004""; note ""COG1299 Phosphotransferase system, fructose-specific IIC component""; product ""hypothetical protein""; protein_id ""EHQ59893.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,8338,9042,704,26001,36.93323864,42540,60.42613636,27370,38.87784091,67158,95.39488636,201301,285.9389205,66419,94.34517045,21101,29.97301136,35903,50.99857955,28445,40.40482955,25738,36.55965909,20029,28.45028409,27231,38.68039773,PDENDC454_23009,"""unassigned_transcript_1141""; db_xref ""NCBI_GP:EHQ59894.1""; gbkey ""CDS""; locus_tag ""PDENDC454_23009""; note ""COG1760 L-serine deaminase""; product ""L-serine dehydratase, iron-sulfur-dependent subunit beta""; protein_id ""EHQ59894.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,9030,9902,872,73188,83.93119266,125552,143.9816514,67854,77.81422018,190987,219.021789,439341,503.831422,194966,223.5848624,62890,72.12155963,77729,89.13876147,58757,67.38188073,49993,57.33142202,49713,57.0103211,79354,91.00229358,PDENDC454_23014,"""unassigned_transcript_1142""; db_xref ""NCBI_GP:EHQ59895.1""; gbkey ""CDS""; locus_tag ""PDENDC454_23014""; note ""COG1760 L-serine deaminase""; product ""L-serine dehydratase subunit alpha""; protein_id ""EHQ59895.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,9986,10327,341,4549,13.34017595,5879,17.24046921,2824,8.281524927,5221,15.31085044,6950,20.38123167,3330,9.765395894,4818,14.12903226,6113,17.92668622,9620,28.2111437,3440,10.08797654,2812,8.246334311,5541,16.24926686,PDENDC454_23019,"""unassigned_transcript_1143""; db_xref ""NCBI_GP:EHQ59896.1""; gbkey ""CDS""; locus_tag ""PDENDC454_23019""; note ""COG0599 Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit""; product ""gamma-carboxymuconolactone decarboxylase subunit-like protein""; protein_id ""EHQ59896.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,10428,10760,332,2239,6.743975904,1548,4.662650602,1825,5.496987952,2239,6.743975904,4216,12.69879518,4689,14.12349398,2178,6.560240964,3706,11.1626506,1462,4.403614458,955,2.876506024,984,2.963855422,1713,5.159638554,PDENDC454_23024,"""unassigned_transcript_1144""; db_xref ""NCBI_GP:EHQ59897.1""; gbkey ""CDS""; locus_tag ""PDENDC454_23024""; product ""hypothetical protein""; protein_id ""EHQ59897.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,10949,11974,1025,23319,22.7502439,29681,28.95707317,21555,21.02926829,34004,33.17463415,63329,61.78439024,38946,37.99609756,28581,27.88390244,21980,21.44390244,35974,35.09658537,20673,20.16878049,17046,16.6302439,20581,20.07902439,PDENDC454_23029,"""unassigned_transcript_1145""; db_xref ""NCBI_GP:EHQ59898.1""; gbkey ""CDS""; locus_tag ""PDENDC454_23029""; note ""COG3804 Uncharacterized conserved protein related to dihydrodipicolinate reductase""; product ""dihydrodipicolinate reductase""; protein_id ""EHQ59898.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,12084,12914,830,586,0.706024096,1184,1.426506024,1827,2.201204819,986,1.187951807,2856,3.440963855,1462,1.761445783,2167,2.610843373,592,0.713253012,1182,1.424096386,936,1.127710843,174,0.209638554,2540,3.060240964,PDENDC454_23034,"""unassigned_transcript_1146""; db_xref ""NCBI_GP:EHQ59899.1""; gbkey ""CDS""; locus_tag ""PDENDC454_23034""; note ""COG0789 Predicted transcriptional regulators""; product ""MerR family transcriptional regulator""; protein_id ""EHQ59899.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000094.1,13125,16301,3176,7283,2.29313602,6663,2.097921914,15221,4.792506297,7579,2.386335013,15475,4.872481108,12879,4.055100756,25755,8.109256927,19061,6.001574307,26123,8.225125945,22697,7.146410579,9787,3.081549118,20857,6.567065491,PDENDC454_23039,"""unassigned_transcript_1147""; db_xref ""NCBI_GP:EHQ59900.1""; gbkey ""CDS""; locus_tag ""PDENDC454_23039""; note ""COG2124 Cytochrome P450""; product ""CypD""; protein_id ""EHQ59900.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,173,382,209,1466,7.014354067,762,3.645933014,370,1.770334928,75,0.358851675,1551,7.421052632,676,3.234449761,625,2.990430622,2271,10.86602871,1659,7.937799043,1840,8.803827751,396,1.894736842,914,4.373205742,PDENDC454_22869,"""unassigned_transcript_1148""; db_xref ""NCBI_GP:EHQ59901.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22869""; product ""hypothetical protein""; protein_id ""EHQ59901.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,980,1969,989,6831,6.906976744,4529,4.579373104,7417,7.499494439,3508,3.547017189,4945,5,3177,3.212335693,465,0.470171891,3135,3.169868554,7880,7.967644085,1742,1.761375126,2121,2.144590495,3150,3.185035389,PDENDC454_22874,"""unassigned_transcript_1149""; db_xref ""NCBI_GP:EHQ59902.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22874""; product ""hypothetical protein""; protein_id ""EHQ59902.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,2004,3008,1004,6670,6.643426295,6662,6.635458167,4328,4.310756972,3857,3.841633466,7231,7.202191235,4924,4.90438247,2606,2.59561753,3809,3.793824701,2221,2.212151394,3357,3.343625498,3098,3.085657371,3287,3.273904382,PDENDC454_22879,"""unassigned_transcript_1150""; db_xref ""NCBI_GP:EHQ59903.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22879""; product ""hypothetical protein""; protein_id ""EHQ59903.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,3172,4170,998,720,0.721442886,1682,1.685370741,585,0.586172345,196,0.196392786,821,0.822645291,297,0.29759519,1680,1.683366733,3535,3.542084168,1066,1.068136273,2579,2.584168337,1067,1.069138277,2759,2.764529058,PDENDC454_22884,"""unassigned_transcript_1151""; db_xref ""NCBI_GP:EHQ59904.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22884""; note ""COG1653 ABC-type sugar transport system, periplasmic component""; product ""hypothetical protein""; protein_id ""EHQ59904.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,4417,5793,1376,7854,5.707848837,2380,1.729651163,7194,5.228197674,3080,2.238372093,4953,3.599563953,4137,3.006540698,6507,4.728924419,5109,3.712936047,16441,11.94840116,9957,7.23619186,3404,2.473837209,5911,4.295784884,PDENDC454_22889,"""unassigned_transcript_1152""; db_xref ""NCBI_GP:EHQ59905.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22889""; note ""COG1653 ABC-type sugar transport system, periplasmic component""; product ""hypothetical protein""; protein_id ""EHQ59905.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,6339,7679,1340,8059,6.014179104,5008,3.737313433,11556,8.623880597,4580,3.417910448,10170,7.589552239,7210,5.380597015,8710,6.5,10634,7.935820896,21342,15.92686567,12290,9.171641791,8860,6.611940299,8920,6.656716418,PDENDC454_22894,"""unassigned_transcript_1153""; db_xref ""NCBI_GP:EHQ59906.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22894""; note ""COG1653 ABC-type sugar transport system, periplasmic component""; product ""hypothetical protein""; protein_id ""EHQ59906.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,7717,8250,533,2729,5.120075047,1781,3.341463415,2305,4.324577861,593,1.112570356,3553,6.666041276,875,1.641651032,3176,5.958724203,4462,8.371482176,4250,7.973733583,3226,6.052532833,1644,3.084427767,3668,6.881801126,PDENDC454_22899,"""unassigned_transcript_1154""; db_xref ""NCBI_GP:EHQ59907.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22899""; product ""hypothetical protein""; protein_id ""EHQ59907.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,8259,8834,575,1447,2.516521739,1092,1.899130435,1455,2.530434783,566,0.984347826,988,1.71826087,1576,2.740869565,3334,5.79826087,3136,5.453913043,5086,8.845217391,2232,3.88173913,398,0.692173913,2207,3.83826087,PDENDC454_22904,"""unassigned_transcript_1155""; db_xref ""NCBI_GP:EHQ59908.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22904""; note ""COG0526 Thiol-disulfide isomerase and thioredoxins""; product ""hypothetical protein""; protein_id ""EHQ59908.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,8860,10662,1802,3196,1.773584906,4165,2.311320755,5473,3.03718091,872,0.48390677,2172,1.205327414,1421,0.788568257,6518,3.61709212,6586,3.654827969,7838,4.349611543,5945,3.299112098,1539,0.854051054,5930,3.290788013,PDENDC454_22909,"""unassigned_transcript_1156""; db_xref ""NCBI_GP:EHQ59909.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22909""; note ""COG1132 ABC-type multidrug transport system, ATPase and permease components""; product ""ABC transporter-like protein""; protein_id ""EHQ59909.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,10805,11887,1082,941,0.869685767,569,0.525878004,1228,1.134935305,895,0.827171904,1771,1.636783734,1358,1.255083179,5537,5.117375231,5576,5.153419593,2345,2.16728281,2873,2.655268022,738,0.68207024,3805,3.51663586,PDENDC454_22914,"""unassigned_transcript_1157""; db_xref ""NCBI_GP:EHQ59910.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22914""; product ""Ger(x)C family germination protein""; protein_id ""EHQ59910.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,11883,12950,1067,834,0.78163074,188,0.176194939,891,0.835051546,0,0,148,0.138706654,97,0.090909091,6963,6.525773196,1259,1.179943768,0,0,1984,1.859418932,139,0.13027179,2046,1.917525773,PDENDC454_22919,"""unassigned_transcript_1158""; db_xref ""NCBI_GP:EHQ59911.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22919""; product ""hypothetical protein""; protein_id ""EHQ59911.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,12950,14296,1346,198,0.147102526,434,0.32243685,844,0.627043091,198,0.147102526,233,0.173105498,196,0.145616642,6734,5.002971768,5967,4.433135215,5085,3.777860327,7988,5.9346211,0,0,5799,4.308320951,PDENDC454_22924,"""unassigned_transcript_1159""; db_xref ""NCBI_GP:EHQ59912.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22924""; product ""GerA spore germination protein""; protein_id ""EHQ59912.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,14533,15303,770,11791,15.31298701,11184,14.52467532,10209,13.25844156,3873,5.02987013,10310,13.38961039,8273,10.74415584,25209,32.73896104,19643,25.51038961,26583,34.52337662,14111,18.32597403,13338,17.32207792,14557,18.90519481,PDENDC454_22929,"""unassigned_transcript_1160""; db_xref ""NCBI_GP:EHQ59913.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22929""; note ""COG1741 Pirin-related protein""; product ""hypothetical protein""; protein_id ""EHQ59913.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,15373,15987,614,19014,30.96742671,13239,21.56188925,15809,25.747557,8922,14.53094463,18175,29.6009772,9272,15.1009772,28118,45.79478827,30216,49.21172638,37780,61.53094463,15172,24.71009772,21851,35.58794788,18307,29.81596091,PDENDC454_22934,"""unassigned_transcript_1161""; db_xref ""NCBI_GP:EHQ59914.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22934""; note ""COG0655 Multimeric flavodoxin WrbA""; product ""flavoprotein WrbA""; protein_id ""EHQ59914.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,16072,16659,587,22063,37.58603066,25187,42.90800681,27595,47.01022147,14737,25.10562181,31601,53.83475298,20003,34.07666099,42257,71.98807496,27530,46.89948893,52053,88.67632027,50962,86.81771721,19225,32.75127768,25267,43.04429302,PDENDC454_22939,"""unassigned_transcript_1162""; db_xref ""NCBI_GP:EHQ59915.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22939""; product ""hypothetical protein""; protein_id ""EHQ59915.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,16802,18205,1403,6099,4.347113329,3933,2.803278689,3415,2.43406985,2076,1.479686386,4558,3.248752673,2164,1.542409123,17758,12.65716322,9400,6.699928724,14224,10.13827512,12570,8.959372773,6742,4.805416964,8966,6.390591589,PDENDC454_22944,"""unassigned_transcript_1163""; db_xref ""NCBI_GP:EHQ59916.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22944""; note ""COG1653 ABC-type sugar transport system, periplasmic component""; product ""ABC transporter substrate-binding protein""; protein_id ""EHQ59916.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000093.1,18696,19640,944,167415,177.3463983,51728,54.79661017,50538,53.53601695,17196,18.21610169,28282,29.95974576,31189,33.03919492,253935,268.9989407,239347,253.5455508,584858,619.5529661,298283,315.9777542,58929,62.42478814,60866,64.47669492,PDENDC454_22949,"""unassigned_transcript_1164""; db_xref ""NCBI_GP:EHQ59917.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22949""; note ""COG0744 Membrane carboxypeptidase (penicillin-binding protein)""; product ""hypothetical protein""; protein_id ""EHQ59917.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000092.1,332,3421,3089,47430,15.35448365,43786,14.17481386,87763,28.41146002,102101,33.05309162,174385,56.45354484,129164,41.81417935,98101,31.75817417,106287,34.40822273,151109,48.9184202,138366,44.79313694,176852,57.25218517,206770,66.93752023,PDENDC454_22789,"""unassigned_transcript_1165""; db_xref ""NCBI_GP:EHQ59918.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22789""; note ""COG0841 Cation/multidrug efflux pump""; product ""efflux system""; protein_id ""EHQ59918.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000092.1,3455,4723,1268,30011,23.66798107,26137,20.61277603,32967,25.99921136,52737,41.59069401,81382,64.18138801,54783,43.20425868,60371,47.61119874,60850,47.98895899,65464,51.62776025,66557,52.48974763,86170,67.95741325,129799,102.365142,PDENDC454_22794,"""unassigned_transcript_1166""; db_xref ""NCBI_GP:EHQ59919.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22794""; note ""COG0845 Membrane-fusion protein""; product ""efflux system""; protein_id ""EHQ59919.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000092.1,4723,6576,1853,78187,42.19481921,61118,32.98327037,89943,48.53912574,133097,71.82784674,196235,105.9012412,144279,77.86238532,135860,73.31894226,148312,80.03885591,163827,88.41176471,162036,87.44522396,229391,123.7943875,263338,142.1144091,PDENDC454_22799,"""unassigned_transcript_1167""; db_xref ""NCBI_GP:EHQ59920.1""; gbkey ""CDS""; locus_tag ""PDENDC454_22799""; product ""hypothetical protein""; protein_id ""EHQ59920.1""; transl_table ""11""; exon_number ""1"";"
